,Company,Year,Country,Revenue,Sector,Goals
304,Alibaba,2020,China,187.26,Information Tech,"{'0': 4, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 9, '9': 15, '10': 0, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
305,CNOOC,2022,China,124.7,Energy,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
306,CNOOC,2018,China,124.7,Energy,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
307,ICBC,2022,China,267.08,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
308,ICBC,2023,China,267.08,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 5, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
309,ICBC,2017,China,267.08,Financials,"{'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
310,ICBC,2019,China,267.08,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 8, '9': 9, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
311,ICBC,2021,China,267.08,Financials,"{'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 7, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 1}"
312,ICBC,2020,China,267.08,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 6, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
313,ICBC,2018,China,267.08,Financials,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 6, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
314,ICBC,2016,China,267.08,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
315,China Yangtze Power,2022,China,100.53,Energy,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
316,China Yangtze Power,2023,China,100.53,Energy,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
317,PingAn Insurance,2022,China,100.07,Financial Service,"{'0': 1, '1': 0, '2': 1, '3': 2, '4': 0, '5': 0, '6': 0, '7': 0, '8': 16, '9': 16, '10': 0, '11': 2, '12': 2, '13': 3, '14': 0, '15': 0, '16': 7, '17': 0}"
318,PingAn Insurance,2023,China,100.07,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 8, '4': 0, '5': 0, '6': 0, '7': 0, '8': 8, '9': 9, '10': 0, '11': 0, '12': 1, '13': 1, '14': 0, '15': 0, '16': 6, '17': 0}"
319,PingAn Insurance,2015,China,100.07,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
320,PingAn Insurance,2017,China,100.07,Financial Service,"{'0': 0, '1': 1, '2': 0, '3': 16, '4': 0, '5': 0, '6': 0, '7': 0, '8': 23, '9': 31, '10': 0, '11': 4, '12': 0, '13': 0, '14': 0, '15': 0, '16': 5, '17': 0}"
321,PingAn Insurance,2019,China,100.07,Financial Service,"{'0': 2, '1': 0, '2': 0, '3': 12, '4': 3, '5': 1, '6': 0, '7': 0, '8': 22, '9': 30, '10': 0, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 6, '17': 1}"
322,PingAn Insurance,2021,China,100.07,Financial Service,"{'0': 2, '1': 0, '2': 0, '3': 12, '4': 1, '5': 0, '6': 0, '7': 0, '8': 35, '9': 31, '10': 0, '11': 0, '12': 4, '13': 3, '14': 0, '15': 0, '16': 9, '17': 1}"
323,PingAn Insurance,2020,China,100.07,Financial Service,"{'0': 0, '1': 1, '2': 0, '3': 23, '4': 2, '5': 0, '6': 0, '7': 0, '8': 25, '9': 40, '10': 0, '11': 2, '12': 7, '13': 1, '14': 0, '15': 0, '16': 11, '17': 2}"
324,PingAn Insurance,2018,China,100.07,Financial Service,"{'0': 1, '1': 1, '2': 0, '3': 22, '4': 1, '5': 0, '6': 0, '7': 1, '8': 18, '9': 29, '10': 0, '11': 5, '12': 0, '13': 0, '14': 0, '15': 0, '16': 5, '17': 0}"
325,PingAn Insurance,2016,China,100.07,Financial Service,"{'0': 0, '1': 1, '2': 0, '3': 14, '4': 0, '5': 0, '6': 0, '7': 0, '8': 23, '9': 33, '10': 0, '11': 4, '12': 0, '13': 0, '14': 0, '15': 0, '16': 6, '17': 0}"
326,CM Bank,2022,China,108.68,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 7, '9': 7, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
327,CM Bank,2023,China,108.68,Financial Service,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 10, '9': 9, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
328,CM Bank,2017,China,108.68,Financial Service,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 9, '9': 10, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
329,CM Bank,2019,China,108.68,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 6, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
330,CM Bank,2021,China,108.68,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 13, '9': 12, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
331,CM Bank,2020,China,108.68,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 13, '9': 14, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 4, '17': 0}"
332,CM Bank,2018,China,108.68,Financial Service,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 7, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
333,CM Bank,2016,China,108.68,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 5, '9': 6, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
334,China Construction Bank,2022,China,178.16,Financials,"{'0': 0, '1': 2, '2': 1, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 13, '9': 16, '10': 1, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 4, '17': 0}"
335,China Construction Bank,2023,China,178.16,Financials,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 10, '9': 15, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 3, '17': 0}"
336,China Construction Bank,2017,China,178.16,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
337,China Construction Bank,2019,China,178.16,Financials,"{'0': 1, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 10, '9': 9, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
338,China Construction Bank,2021,China,178.16,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 6, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 2, '17': 0}"
339,China Construction Bank,2020,China,178.16,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 7, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 3, '17': 1}"
340,China Construction Bank,2018,China,178.16,Financials,"{'0': 1, '1': 2, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 21, '9': 16, '10': 1, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
341,China Construction Bank,2016,China,178.16,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
342,Pinduoduo,2022,China,176.94,Information Tech,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
343,Pinduoduo,2023,China,176.94,Information Tech,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
344,Pinduoduo,2019,China,176.94,Information Tech,"{'0': 2, '1': 0, '2': 2, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 3, '10': 0, '11': 0, '12': 3, '13': 0, '14': 0, '15': 0, '16': 3, '17': 0}"
345,Pinduoduo,2021,China,176.94,Information Tech,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
346,Pinduoduo,2020,China,176.94,Information Tech,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
347,Pinduoduo,2018,China,176.94,Information Tech,"{'0': 1, '1': 0, '2': 2, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 7, '10': 0, '11': 0, '12': 3, '13': 0, '14': 0, '15': 0, '16': 2, '17': 1}"
348,Bank of China,2022,China,175.5,Financials,"{'0': 1, '1': 1, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 5, '9': 6, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
349,Bank of China,2023,China,175.5,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
350,Bank of China,2017,China,175.5,Financials,"{'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 5, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
351,Bank of China,2019,China,175.5,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 7, '9': 7, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
352,Bank of China,2021,China,175.5,Financials,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 1, '5': 0, '6': 0, '7': 0, '8': 4, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
353,Bank of China,2020,China,175.5,Financials,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 8, '9': 9, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
354,Bank of China,2018,China,175.5,Financials,"{'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 9, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 3, '17': 0}"
355,BYD,2019,China,98.15,Industrials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
356,BYD,2018,China,98.15,Industrials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 2, '8': 0, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
357,Reliance Industries,2022,India,244.77,Energy,"{'0': 2, '1': 0, '2': 9, '3': 11, '4': 2, '5': 0, '6': 0, '7': 5, '8': 8, '9': 37, '10': 0, '11': 3, '12': 6, '13': 1, '14': 1, '15': 0, '16': 3, '17': 3}"
358,Reliance Industries,2023,India,244.77,Energy,"{'0': 1, '1': 0, '2': 7, '3': 7, '4': 11, '5': 0, '6': 0, '7': 4, '8': 10, '9': 39, '10': 1, '11': 5, '12': 3, '13': 3, '14': 0, '15': 1, '16': 3, '17': 4}"
359,Reliance Industries,2017,India,244.77,Energy,"{'0': 1, '1': 0, '2': 0, '3': 3, '4': 3, '5': 0, '6': 0, '7': 0, '8': 5, '9': 13, '10': 1, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 1}"
360,Reliance Industries,2019,India,244.77,Energy,"{'0': 0, '1': 1, '2': 6, '3': 2, '4': 8, '5': 0, '6': 0, '7': 0, '8': 9, '9': 35, '10': 0, '11': 4, '12': 7, '13': 0, '14': 0, '15': 0, '16': 7, '17': 0}"
361,Reliance Industries,2021,India,244.77,Energy,"{'0': 2, '1': 0, '2': 4, '3': 8, '4': 3, '5': 0, '6': 0, '7': 2, '8': 7, '9': 26, '10': 0, '11': 2, '12': 6, '13': 1, '14': 0, '15': 0, '16': 2, '17': 3}"
362,Reliance Industries,2020,India,244.77,Energy,"{'0': 0, '1': 0, '2': 8, '3': 9, '4': 9, '5': 0, '6': 1, '7': 3, '8': 25, '9': 42, '10': 0, '11': 3, '12': 9, '13': 1, '14': 1, '15': 0, '16': 6, '17': 1}"
363,Reliance Industries,2018,India,244.77,Energy,"{'0': 2, '1': 0, '2': 1, '3': 1, '4': 3, '5': 1, '6': 1, '7': 0, '8': 8, '9': 29, '10': 1, '11': 5, '12': 4, '13': 1, '14': 0, '15': 0, '16': 1, '17': 0}"
364,Reliance Industries,2016,India,244.77,Energy,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 2, '9': 3, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
365,Kotak Mahindra Bank,2022,India,41.8,Financial Service,"{'0': 6, '1': 0, '2': 0, '3': 0, '4': 3, '5': 1, '6': 0, '7': 2, '8': 12, '9': 10, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 1, '17': 0}"
366,Kotak Mahindra Bank,2023,India,41.8,Financial Service,"{'0': 3, '1': 1, '2': 0, '3': 0, '4': 8, '5': 1, '6': 0, '7': 2, '8': 17, '9': 15, '10': 0, '11': 0, '12': 1, '13': 1, '14': 0, '15': 0, '16': 2, '17': 1}"
367,Kotak Mahindra Bank,2017,India,41.8,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 9, '9': 9, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 1}"
368,Kotak Mahindra Bank,2019,India,41.8,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 1, '5': 0, '6': 0, '7': 0, '8': 11, '9': 10, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 3, '17': 0}"
369,Kotak Mahindra Bank,2021,India,41.8,Financial Service,"{'0': 1, '1': 0, '2': 0, '3': 1, '4': 5, '5': 1, '6': 0, '7': 0, '8': 15, '9': 17, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 1, '16': 4, '17': 1}"
370,Kotak Mahindra Bank,2020,India,41.8,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 8, '9': 9, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
371,Kotak Mahindra Bank,2018,India,41.8,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 8, '9': 8, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
372,HDFC Bank,2022,India,152.34,Financials,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 15, '9': 23, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 7, '17': 0}"
373,HDFC Bank,2023,India,152.34,Financials,"{'0': 1, '1': 0, '2': 1, '3': 2, '4': 2, '5': 1, '6': 0, '7': 0, '8': 25, '9': 27, '10': 1, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 15, '17': 0}"
374,HDFC Bank,2015,India,152.34,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
375,HDFC Bank,2017,India,152.34,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
376,HDFC Bank,2019,India,152.34,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 11, '9': 11, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
377,HDFC Bank,2021,India,152.34,Financials,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 1, '5': 0, '6': 0, '7': 0, '8': 11, '9': 13, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
378,HDFC Bank,2020,India,152.34,Financials,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 12, '9': 14, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
379,HDFC Bank,2018,India,152.34,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 7, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
380,HDFC Bank,2016,India,152.34,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
381,Bajaj Auto,2022,India,39.46,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 1, '5': 0, '6': 0, '7': 0, '8': 0, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
382,Bajaj Auto,2023,India,39.46,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
383,Bajaj Auto,2015,India,39.46,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
384,Bajaj Auto,2019,India,39.46,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
385,HCL Technologies,2014,India,56.64,Information Technology,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 6, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
386,HCL Technologies,2022,India,56.64,Information Technology,"{'0': 17, '1': 0, '2': 0, '3': 2, '4': 3, '5': 1, '6': 0, '7': 2, '8': 28, '9': 61, '10': 0, '11': 1, '12': 3, '13': 0, '14': 0, '15': 0, '16': 7, '17': 5}"
387,HCL Technologies,2023,India,56.64,Information Technology,"{'0': 19, '1': 0, '2': 0, '3': 9, '4': 19, '5': 1, '6': 0, '7': 4, '8': 66, '9': 132, '10': 2, '11': 5, '12': 5, '13': 2, '14': 0, '15': 0, '16': 15, '17': 5}"
388,HCL Technologies,2015,India,56.64,Information Technology,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 5, '9': 11, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
389,HCL Technologies,2017,India,56.64,Information Technology,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 1, '5': 1, '6': 0, '7': 1, '8': 20, '9': 31, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 1}"
390,HCL Technologies,2019,India,56.64,Information Technology,"{'0': 5, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 17, '9': 32, '10': 0, '11': 1, '12': 1, '13': 0, '14': 0, '15': 0, '16': 5, '17': 0}"
391,HCL Technologies,2021,India,56.64,Information Technology,"{'0': 4, '1': 0, '2': 0, '3': 7, '4': 1, '5': 0, '6': 0, '7': 0, '8': 22, '9': 52, '10': 0, '11': 3, '12': 1, '13': 1, '14': 0, '15': 0, '16': 5, '17': 1}"
392,HCL Technologies,2020,India,56.64,Information Technology,"{'0': 5, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 14, '9': 32, '10': 0, '11': 1, '12': 1, '13': 0, '14': 0, '15': 0, '16': 4, '17': 0}"
393,HCL Technologies,2018,India,56.64,Information Technology,"{'0': 5, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 15, '9': 28, '10': 0, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 2}"
394,HCL Technologies,2016,India,56.64,Information Technology,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 2, '5': 0, '6': 0, '7': 0, '8': 6, '9': 13, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
395,Tata Consultancy Services,2014,India,189.9,Information Tech,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 5, '9': 6, '10': 0, '11': 1, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
396,Tata Consultancy Services,2022,India,189.9,Information Tech,"{'0': 16, '1': 0, '2': 1, '3': 7, '4': 5, '5': 0, '6': 0, '7': 7, '8': 29, '9': 61, '10': 0, '11': 8, '12': 10, '13': 8, '14': 0, '15': 0, '16': 6, '17': 0}"
397,Tata Consultancy Services,2023,India,189.9,Information Tech,"{'0': 20, '1': 0, '2': 0, '3': 6, '4': 19, '5': 2, '6': 0, '7': 3, '8': 41, '9': 74, '10': 1, '11': 4, '12': 9, '13': 5, '14': 0, '15': 0, '16': 9, '17': 3}"
398,Tata Consultancy Services,2015,India,189.9,Information Tech,"{'0': 1, '1': 0, '2': 0, '3': 3, '4': 1, '5': 0, '6': 0, '7': 1, '8': 3, '9': 9, '10': 0, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
399,Tata Consultancy Services,2017,India,189.9,Information Tech,"{'0': 8, '1': 0, '2': 1, '3': 3, '4': 2, '5': 0, '6': 0, '7': 2, '8': 7, '9': 12, '10': 0, '11': 0, '12': 1, '13': 1, '14': 0, '15': 0, '16': 0, '17': 1}"
400,Tata Consultancy Services,2019,India,189.9,Information Tech,"{'0': 9, '1': 1, '2': 1, '3': 6, '4': 3, '5': 0, '6': 0, '7': 0, '8': 14, '9': 24, '10': 1, '11': 2, '12': 2, '13': 0, '14': 0, '15': 0, '16': 1, '17': 1}"
401,Tata Consultancy Services,2021,India,189.9,Information Tech,"{'0': 10, '1': 0, '2': 1, '3': 6, '4': 2, '5': 0, '6': 1, '7': 3, '8': 21, '9': 33, '10': 0, '11': 0, '12': 8, '13': 3, '14': 0, '15': 0, '16': 4, '17': 1}"
402,Tata Consultancy Services,2020,India,189.9,Information Tech,"{'0': 7, '1': 0, '2': 0, '3': 10, '4': 5, '5': 0, '6': 0, '7': 3, '8': 18, '9': 32, '10': 1, '11': 3, '12': 4, '13': 2, '14': 0, '15': 0, '16': 2, '17': 1}"
403,Tata Consultancy Services,2018,India,189.9,Information Tech,"{'0': 10, '1': 0, '2': 0, '3': 2, '4': 5, '5': 0, '6': 0, '7': 2, '8': 14, '9': 26, '10': 0, '11': 0, '12': 3, '13': 1, '14': 0, '15': 0, '16': 0, '17': 1}"
404,ICICI Bank,2022,India,99.33,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
405,ICICI Bank,2023,India,99.33,Financials,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 4, '5': 0, '6': 0, '7': 0, '8': 11, '9': 12, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
