,Firm,Year,Country,Sector,Revenue,Total Passages,Passages after Filter 1,Passages after Filter 2,Passages after Classification into SDGs,Result
286,Meituan,2022,China,Information Technology,93.17,636,5,1,0,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
287,Meituan,2023,China,Information Technology,93.17,668,8,2,0,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
288,Meituan,2019,China,Information Technology,93.17,578,8,3,3,"{'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
289,Meituan,2021,China,Information Technology,93.17,613,9,4,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
290,Meituan,2020,China,Information Technology,93.17,581,8,2,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
291,Meituan,2018,China,Information Technology,93.17,532,9,3,3,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
292,China Yangtze Power,2018,China,Energy,100.53,521,2,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
293,State Bank of India,2022,India,Financials,91.89,2418,15,14,13,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 8, '9': 8, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 4, '17': 0}"
294,State Bank of India,2023,India,Financials,91.89,2571,22,19,19,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 2, '5': 0, '6': 0, '7': 0, '8': 17, '9': 10, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 4, '17': 0}"
295,State Bank of India,2019,India,Financials,91.89,2197,6,5,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 5, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
296,State Bank of India,2021,India,Financials,91.89,2271,8,6,6,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
297,State Bank of India,2020,India,Financials,91.89,2327,17,17,15,"{'0': 0, '1': 0, '2': 2, '3': 2, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 11, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 7, '17': 0}"
298,State Bank of India,2018,India,Financials,91.89,1991,5,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
299,ICICI Bank,2022,India,Financials,99.33,2304,4,4,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
300,ICICI Bank,2023,India,Financials,99.33,2188,16,11,11,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 3, '5': 0, '6': 0, '7': 0, '8': 9, '9': 8, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
301,ICICI Bank,2017,India,Financials,99.33,1987,4,4,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
302,ICICI Bank,2019,India,Financials,99.33,2289,6,5,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 4, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
303,ICICI Bank,2021,India,Financials,99.33,2304,4,4,3,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
304,ICICI Bank,2020,India,Financials,99.33,2327,4,4,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 4, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
305,ICICI Bank,2018,India,Financials,99.33,2132,7,5,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 5, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
306,ICICI Bank,2016,India,Financials,99.33,1847,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
307,Reliance Industries,2022,India,Energy,244.77,3426,49,38,37,"{'0': 0, '1': 0, '2': 6, '3': 8, '4': 1, '5': 0, '6': 0, '7': 4, '8': 8, '9': 32, '10': 0, '11': 3, '12': 5, '13': 1, '14': 1, '15': 0, '16': 3, '17': 3}"
308,Reliance Industries,2023,India,Energy,244.77,3618,48,37,37,"{'0': 0, '1': 0, '2': 6, '3': 6, '4': 7, '5': 0, '6': 0, '7': 4, '8': 10, '9': 30, '10': 0, '11': 3, '12': 3, '13': 3, '14': 0, '15': 1, '16': 2, '17': 4}"
309,Reliance Industries,2017,India,Energy,244.77,3311,7,6,6,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 1, '5': 0, '6': 0, '7': 0, '8': 2, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
310,Reliance Industries,2019,India,Energy,244.77,3583,35,31,31,"{'0': 0, '1': 1, '2': 6, '3': 1, '4': 7, '5': 0, '6': 0, '7': 0, '8': 6, '9': 23, '10': 0, '11': 1, '12': 5, '13': 0, '14': 0, '15': 0, '16': 4, '17': 0}"
311,Reliance Industries,2021,India,Energy,244.77,2992,37,27,27,"{'0': 0, '1': 0, '2': 2, '3': 6, '4': 1, '5': 0, '6': 0, '7': 2, '8': 5, '9': 21, '10': 0, '11': 0, '12': 5, '13': 1, '14': 0, '15': 0, '16': 2, '17': 3}"
312,Reliance Industries,2020,India,Energy,244.77,3340,49,41,41,"{'0': 0, '1': 0, '2': 6, '3': 7, '4': 8, '5': 0, '6': 1, '7': 2, '8': 22, '9': 34, '10': 0, '11': 1, '12': 7, '13': 1, '14': 1, '15': 0, '16': 6, '17': 0}"
313,Reliance Industries,2018,India,Energy,244.77,3109,21,18,17,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 2, '5': 1, '6': 1, '7': 0, '8': 3, '9': 16, '10': 1, '11': 3, '12': 3, '13': 1, '14': 0, '15': 0, '16': 1, '17': 0}"
314,Bajaj Auto,2015,India,Consumer Discretionary,39.46,950,1,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
315,Infosys,2014,India,Information Technology,90.16,2389,3,3,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
316,Infosys,2022,India,Information Technology,90.16,2391,45,38,33,"{'0': 1, '1': 0, '2': 0, '3': 2, '4': 2, '5': 0, '6': 0, '7': 0, '8': 20, '9': 30, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 4, '17': 0}"
317,Infosys,2023,India,Information Technology,90.16,2378,82,68,61,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 5, '5': 0, '6': 0, '7': 0, '8': 38, '9': 49, '10': 0, '11': 0, '12': 1, '13': 1, '14': 0, '15': 0, '16': 4, '17': 3}"
318,Infosys,2015,India,Information Technology,90.16,1817,9,8,7,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 5, '9': 6, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
319,Infosys,2017,India,Information Technology,90.16,2421,21,20,17,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 3, '5': 0, '6': 0, '7': 0, '8': 11, '9': 14, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
320,Infosys,2019,India,Information Technology,90.16,2425,20,19,17,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 12, '9': 17, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
321,Infosys,2021,India,Information Technology,90.16,2301,30,30,27,"{'0': 1, '1': 0, '2': 0, '3': 1, '4': 1, '5': 0, '6': 0, '7': 0, '8': 17, '9': 25, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 3, '17': 2}"
322,Infosys,2020,India,Information Technology,90.16,2351,26,23,23,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 16, '9': 23, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 1}"
323,Infosys,2018,India,Information Technology,90.16,2000,21,21,20,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 3, '5': 0, '6': 0, '7': 0, '8': 13, '9': 17, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
324,Infosys,2016,India,Information Technology,90.16,2527,8,6,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 3, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
325,Mahindra & Mahindra,2022,India,Consumer Discretionary,42.44,4209,30,16,14,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 6, '5': 1, '6': 0, '7': 0, '8': 3, '9': 10, '10': 0, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
326,Mahindra & Mahindra,2023,India,Consumer Discretionary,42.44,4402,35,22,21,"{'0': 0, '1': 0, '2': 3, '3': 0, '4': 4, '5': 1, '6': 0, '7': 1, '8': 7, '9': 17, '10': 0, '11': 0, '12': 3, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
327,Mahindra & Mahindra,2015,India,Consumer Discretionary,42.44,2219,8,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
328,Mahindra & Mahindra,2017,India,Consumer Discretionary,42.44,2990,12,1,1,"{'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 1, '10': 0, '11': 1, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
329,Mahindra & Mahindra,2021,India,Consumer Discretionary,42.44,3608,16,6,6,"{'0': 0, '1': 0, '2': 4, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 5, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
330,Mahindra & Mahindra,2020,India,Consumer Discretionary,42.44,3533,23,12,12,"{'0': 0, '1': 0, '2': 4, '3': 0, '4': 3, '5': 2, '6': 0, '7': 1, '8': 2, '9': 6, '10': 2, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
331,Mahindra & Mahindra,2018,India,Consumer Discretionary,42.44,3142,24,10,10,"{'0': 0, '1': 0, '2': 2, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 5, '9': 8, '10': 0, '11': 1, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
332,Mahindra & Mahindra,2016,India,Consumer Discretionary,42.44,2915,15,1,0,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
333,Life Insurance Corporation of India,2022,India,Financials,89.05,5276,7,6,6,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 5, '10': 1, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 4, '17': 0}"
334,Life Insurance Corporation of India,2019,India,Financials,89.05,2373,5,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
335,Life Insurance Corporation of India,2021,India,Financials,89.05,5403,8,4,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 1, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
336,Life Insurance Corporation of India,2020,India,Financials,89.05,2480,6,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
337,Hindustan Unilever,2014,India,Consumer Staples,76.16,1432,1,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
338,Hindustan Unilever,2022,India,Consumer Staples,76.16,2846,2,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 1, '17': 0}"
339,Hindustan Unilever,2023,India,Consumer Staples,76.16,3138,14,13,12,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 9, '9': 10, '10': 0, '11': 1, '12': 3, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
340,Hindustan Unilever,2017,India,Consumer Staples,76.16,1525,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
341,Hindustan Unilever,2019,India,Consumer Staples,76.16,1860,3,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
342,Hindustan Unilever,2021,India,Consumer Staples,76.16,2271,9,9,9,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 2, '5': 0, '6': 0, '7': 0, '8': 3, '9': 7, '10': 0, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
343,Hindustan Unilever,2020,India,Consumer Staples,76.16,2028,3,3,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
344,Hindustan Unilever,2018,India,Consumer Staples,76.16,1807,2,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 2, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
345,HCL Technologies,2014,India,Information Technology,56.64,1451,3,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
346,HCL Technologies,2022,India,Information Technology,56.64,2666,86,74,63,"{'0': 1, '1': 0, '2': 0, '3': 2, '4': 2, '5': 0, '6': 0, '7': 1, '8': 24, '9': 58, '10': 0, '11': 1, '12': 2, '13': 0, '14': 0, '15': 0, '16': 6, '17': 5}"
347,HCL Technologies,2023,India,Information Technology,56.64,2820,169,152,140,"{'0': 0, '1': 0, '2': 0, '3': 8, '4': 14, '5': 1, '6': 0, '7': 4, '8': 63, '9': 120, '10': 1, '11': 2, '12': 5, '13': 2, '14': 0, '15': 0, '16': 14, '17': 4}"
348,HCL Technologies,2015,India,Information Technology,56.64,1478,6,4,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 4, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
349,HCL Technologies,2017,India,Information Technology,56.64,2010,31,27,25,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 15, '9': 24, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 1}"
350,HCL Technologies,2019,India,Information Technology,56.64,2524,35,30,29,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 15, '9': 26, '10': 0, '11': 1, '12': 1, '13': 0, '14': 0, '15': 0, '16': 4, '17': 0}"
351,HCL Technologies,2021,India,Information Technology,56.64,2688,53,47,45,"{'0': 0, '1': 0, '2': 0, '3': 6, '4': 1, '5': 0, '6': 0, '7': 0, '8': 19, '9': 41, '10': 0, '11': 1, '12': 1, '13': 1, '14': 0, '15': 0, '16': 4, '17': 1}"
352,HCL Technologies,2020,India,Information Technology,56.64,2524,35,30,29,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 13, '9': 26, '10': 0, '11': 1, '12': 1, '13': 0, '14': 0, '15': 0, '16': 3, '17': 0}"
353,HCL Technologies,2018,India,Information Technology,56.64,2204,29,23,22,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 13, '9': 19, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 2}"
354,HCL Technologies,2016,India,Information Technology,56.64,2113,13,13,12,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 5, '9': 11, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
355,Tata Consultancy Services,2014,India,Information Technology,189.9,1472,7,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 2, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
356,Tata Consultancy Services,2022,India,Information Technology,189.9,2522,91,70,62,"{'0': 0, '1': 0, '2': 1, '3': 6, '4': 4, '5': 0, '6': 0, '7': 6, '8': 27, '9': 50, '10': 0, '11': 6, '12': 10, '13': 8, '14': 0, '15': 0, '16': 6, '17': 0}"
357,Tata Consultancy Services,2023,India,Information Technology,189.9,2559,109,88,77,"{'0': 0, '1': 0, '2': 0, '3': 6, '4': 14, '5': 1, '6': 0, '7': 3, '8': 38, '9': 59, '10': 0, '11': 3, '12': 8, '13': 4, '14': 0, '15': 0, '16': 8, '17': 2}"
358,Tata Consultancy Services,2015,India,Information Technology,189.9,1511,8,8,7,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 1, '5': 0, '6': 0, '7': 0, '8': 2, '9': 7, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
359,Tata Consultancy Services,2017,India,Information Technology,189.9,1538,18,11,10,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 0, '5': 0, '6': 0, '7': 1, '8': 5, '9': 6, '10': 0, '11': 0, '12': 1, '13': 1, '14': 0, '15': 0, '16': 0, '17': 1}"
360,Tata Consultancy Services,2019,India,Information Technology,189.9,1996,34,27,25,"{'0': 1, '1': 0, '2': 0, '3': 4, '4': 1, '5': 0, '6': 0, '7': 0, '8': 12, '9': 21, '10': 0, '11': 1, '12': 2, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
361,Tata Consultancy Services,2021,India,Information Technology,189.9,2439,51,39,38,"{'0': 0, '1': 0, '2': 1, '3': 5, '4': 1, '5': 0, '6': 1, '7': 3, '8': 19, '9': 29, '10': 0, '11': 0, '12': 8, '13': 3, '14': 0, '15': 0, '16': 3, '17': 1}"
362,Tata Consultancy Services,2020,India,Information Technology,189.9,2180,41,36,33,"{'0': 0, '1': 0, '2': 0, '3': 7, '4': 2, '5': 0, '6': 0, '7': 3, '8': 16, '9': 27, '10': 0, '11': 2, '12': 3, '13': 2, '14': 0, '15': 0, '16': 1, '17': 1}"
363,Tata Consultancy Services,2018,India,Information Technology,189.9,1782,32,26,24,"{'0': 1, '1': 0, '2': 0, '3': 2, '4': 3, '5': 0, '6': 0, '7': 2, '8': 14, '9': 22, '10': 0, '11': 0, '12': 2, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
364,Bajaj Finance,2022,India,Financials,53.94,2813,6,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
365,Bajaj Finance,2023,India,Financials,53.94,2971,10,5,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
366,Bajaj Finance,2021,India,Financials,53.94,1824,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
367,Bajaj Finance,2020,India,Financials,53.94,2055,5,5,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
368,Bajaj Finance,2016,India,Financials,53.94,983,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
369,Sun Pharmaceutical,2022,India,Health Care,52.18,2357,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
370,Sun Pharmaceutical,2023,India,Health Care,52.18,2422,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
371,Sun Pharmaceutical,2019,India,Health Care,52.18,2225,2,1,1,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
372,Sun Pharmaceutical,2018,India,Health Care,52.18,2143,5,1,1,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
373,NTPC Limited,2022,India,Energy,45.66,4989,6,4,3,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 2, '8': 0, '9': 3, '10': 0, '11': 0, '12': 2, '13': 1, '14': 0, '15': 0, '16': 0, '17': 1}"
374,NTPC Limited,2023,India,Energy,45.66,4535,6,5,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 2, '8': 2, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
375,NTPC Limited,2015,India,Energy,45.66,3619,1,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
376,NTPC Limited,2017,India,Energy,45.66,3387,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
377,NTPC Limited,2019,India,Energy,45.66,4255,9,5,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 3, '8': 0, '9': 5, '10': 0, '11': 0, '12': 3, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
378,NTPC Limited,2021,India,Energy,45.66,5045,10,6,6,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 3, '8': 0, '9': 5, '10': 0, '11': 0, '12': 3, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
379,NTPC Limited,2020,India,Energy,45.66,4619,13,8,8,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 4, '8': 1, '9': 8, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
380,NTPC Limited,2018,India,Energy,45.66,3630,4,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
